h1,h2,h3,h4,h5,h6,url
"Sociology,Page not found",No data,No data,No data,No data,No data,https://sociology.uchicago.edu/sites/sociology.uchicago.edu/files/Sneha_2016.pdf
"History,graduate students in legal history",No data,No data,No data,No data,No data,https://history.uchicago.edu/directories/compact/graduate-students-in-legal-history
404: Page not found,404,404,404,404,404,https://psychology.uchicago.edu//directory/manoj-doss
"Department of Psychology,Page not found",No data,No data,No data,No data,No data,https://psychology.uchicago.edu//directory/manoj-doss
"PhD Program,Current PhD Students","Shirley Lu,,,Yao Lu,,,Gurpal Sran,,,Lauren Vollon,,,June Huang,Kalash Jain,Sinja Sussek,Roope Keloharju,,,Maria Khrakovsky,,,Fabian Nagel,,,Hristiana Vidinova,,,Jonas Dalmazzo,,,Yvonne Han,,,Grant Hayes,,,Jingyu Zhang,,","2016,2016,2017,2017,2018,2018,2018,2019,2019,2019,2019,2020,2020,2020,2020",No data,No data,No data,https://research.chicagobooth.edu/arc/phd-program/current-students
No data,No data,No data,No data,No data,No data,https://www.facebook.com/profile.php?id=7962137&lst=100001539709231%3A7962137%3A1481881045&sk=photos
No data,No data,No data,Log In,No data,No data,https://chicago.academia.edu/IshanChakrabarti
Facebook,No data,No data,No data,No data,No data,https://www.facebook.com/harini.kumar.311/about?lst=100001539709231%3A593227002%3A1481177040&section=education&pnref=about
No data,No data,No data,Log In,No data,No data,https://chicago.academia.edu/SavitriSedlacek
No data,No data,No data,No data,No data,No data,https://community.chronicle.com/people/740892-savitri-sedlacek/profile
No data,No data,No data,Log In,No data,No data,https://chicago.academia.edu/HariniKumar
404: Page not found,404,404,404,404,404,https://southasia.uchicago.edu/people/graduate_students
404 Error,Upcoming Events,No data,No data,No data,No data,https://southasia.uchicago.edu/people/graduate_students
404: Page not found,404,404,404,404,404,https://southasia.uchicago.edu/people/ishan_chakrabarti
404 Error,Upcoming Events,No data,No data,No data,No data,https://southasia.uchicago.edu/people/ishan_chakrabarti
No data,No data,No data,Log In,No data,No data,https://chicago.academia.edu/SayantanSahaRoy
404: Page not found,404,404,404,404,404,https://chess.uchicago.edu/trainees-scholars
No Results Found,No data,No data,No data,No data,No data,https://chess.uchicago.edu/trainees-scholars
404: Page not found,404,404,404,404,404,https://voices.uchicago.edu/memorylabdocs/Doss_CV.pdf
"UChicago Voices,No Results Found",No data,No data,Privacy,No data,No data,https://voices.uchicago.edu/memorylabdocs/Doss_CV.pdf
404: Page not found,404,404,404,404,404,https://voices.uchicago.edu/memorylabpeople.html
"UChicago Voices,No Results Found",No data,No data,Privacy,No data,No data,https://voices.uchicago.edu/memorylabpeople.html
404: Page not found,404,404,404,404,404,https://southasia.uchicago.edu/node/569
404 Error,Upcoming Events,No data,No data,No data,No data,https://southasia.uchicago.edu/node/569
"Saha Roy, Sayantan,","Secondary navigation,Main navigation,Grantees,Breadcrumb",No data,No data,No data,No data,http://www.wennergren.org/grantees/saha-roy-sayantan
No data,"Ongoing discovery & advanced therapy,Patient Care,Research,Education","Our History,Quick Links,Quick Links,Quick Links,Quick Links",No data,No data,No data,https://radonc.uchicago.edu
University of Chicago Graduate Workers Welcome NLRB Ruling,"You are here,Press Release,Press Center,follow-randi.png,Stay Connected,Our,Mission",No data,"For Release:,Contact:",Andrew Crook,No data,https://www.aft.org/press-release/university-chicago-graduate-workers-welcome-nlrb-ruling
404: Page not found,404,404,404,404,404,https://anthropology.uchicago.edu//people/students/
"Anthropology,Page not found",Department of Anthropology,No data,No data,No data,No data,https://anthropology.uchicago.edu//people/students/
404: Page not found,404,404,404,404,404,https://southasia.uchicago.edu/node/558
404 Error,Upcoming Events,No data,No data,No data,No data,https://southasia.uchicago.edu/node/558
404: Page not found,404,404,404,404,404,https://anthropology.uchicago.edu//people/students/
"Anthropology,Page not found",Department of Anthropology,No data,No data,No data,No data,https://anthropology.uchicago.edu//people/students/
No data,No data,No data,Log In,No data,No data,https://chicago.academia.edu/MuditTrivedi
404: Page not found,404,404,404,404,404,https://anthropology.uchicago.edu//people/students/
"Anthropology,Page not found",Department of Anthropology,No data,No data,No data,No data,https://anthropology.uchicago.edu//people/students/
404: Page not found,404,404,404,404,404,https://southasia.uchicago.edu/people/abhishek_bhattacharyya
404 Error,Upcoming Events,No data,No data,No data,No data,https://southasia.uchicago.edu/people/abhishek_bhattacharyya
404: Page not found,404,404,404,404,404,https://anthropology.uchicago.edu//people/students/
"Anthropology,Page not found",Department of Anthropology,No data,No data,No data,No data,https://anthropology.uchicago.edu//people/students/
Facebook,No data,No data,No data,No data,No data,https://www.facebook.com/rafadi.hakim/about?lst=100001539709231%3A550639675%3A1481181999&section=education&pnref=about
Facebook,No data,No data,No data,No data,No data,https://www.facebook.com/gourav.khullar/about?lst=100001539709231%3A655229602%3A1481188165&section=education&pnref=about
JavaScript is not available.,No data,No data,No data,No data,No data,https://twitter.com/gouravk04
No data,No data,No data,Log In,No data,No data,https://chicago.academia.edu/SuchismitaDas
No data,No data,Curriculum Vitae,Log In,No data,No data,https://chicago.academia.edu/RafadiHakim/CurriculumVitae
404: Page not found,404,404,404,404,404,https://anthropology.uchicago.edu//people/students/
"Anthropology,Page not found",Department of Anthropology,No data,No data,No data,No data,https://anthropology.uchicago.edu//people/students/
No data,No data,No data,No data,No data,No data,http://www.kathleenmorrisonlab.com/current-graduate-students/
404: Page not found,404,404,404,404,404,https://anthropology.uchicago.edu//people/students/
"Anthropology,Page not found",Department of Anthropology,No data,No data,No data,No data,https://anthropology.uchicago.edu//people/students/
Facebook,No data,No data,No data,No data,No data,https://www.facebook.com/potterlover29/about?lst=100001539709231%3A1080371165%3A1481190145&section=education&pnref=about
No data,No data,No data,Log In,No data,No data,https://chicago.academia.edu/RafadiHakim
Facebook,No data,No data,No data,No data,No data,https://www.facebook.com/payal.tiwari/about?lst=100001539709231%3A1639176074%3A1481190971&section=education&pnref=about
Facebook,No data,No data,No data,No data,No data,https://www.facebook.com/skasal/about?lst=100001539709231%3A1103951962%3A1481191375&section=education&pnref=about
404: Page not found,404,404,404,404,404,https://anthropology.uchicago.edu//people/students/
"Anthropology,Page not found",Department of Anthropology,No data,No data,No data,No data,https://anthropology.uchicago.edu//people/students/
404: Page not found,404,404,404,404,404,https://www.inlaksfoundation.org/Alumni.aspx?sort=old&Type=A&SortAlpha=T
'Oops! That page can’t be found.',No data,No data,No data,No data,No data,https://www.inlaksfoundation.org/Alumni.aspx?sort=old&Type=A&SortAlpha=T
No data,No data,No data,No data,No data,No data,https://astro.uchicago.edu/people/gourav-khullar.php
No data,No data,No data,Log In,No data,No data,https://chicago.academia.edu/InderroopSingh
Facebook,No data,No data,No data,No data,No data,https://www.facebook.com/nidhi.pashine/about?lst=100001539709231%3A1320114545%3A1481879402&section=education&pnref=about
No data,"Custom Search 1,Cancer Biology Menu,Custom Search 1,Cancer Biology Menu,Spotlight,Events,News",No data,UChicago Tenure-Track Assistant Professorships in Biology and Medicine,No data,No data,https://cancerbio.uchicago.edu/
No data,"Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author",Co-authors,No data,No data,No data,https://scholar.google.com/citations?user=3YREc_8AAAAJ&hl=en
No data,"Custom Search 1,Cancer Biology Menu,Custom Search 1,Cancer Biology Menu,Spotlight,Events,News",No data,UChicago Tenure-Track Assistant Professorships in Biology and Medicine,No data,No data,https://cancerbio.uchicago.edu/
PhD Students,"Meet our current PhD students:,Akshina Banerjee,Rafael Batista,Soaham Bharti,Melissa Beswick,Andrew Bromley,Diag Davenport,Shweta Desiraju,Lin Fei,Nicholas Herzog,Cintia Hinojosa,Elizabeth Huppert,Krin Irvine,Minkwang Jang,Daniel Katz,Xilin Li,Dan Medvedev,Alexander Moore,David Munguia Gomez,Kariyushi Rao,Annabelle Roberts,Russell Roberts,Donovan Rowsey,Radhika Santhanagopalan,Anirudh Tiwathia,Kristina Wald,Yuji Winet,Jiaqi Yu,CDR alumni include:,Never Miss the Latest News","Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,Education,,Center for Decision Research",Chicago Booth,No data,No data,https://research.chicagobooth.edu/cdr/phd-students
No data,"Custom Search 1,Immunology menu,Custom Search 1,Immunology menu,Spotlight,Events,News",No data,Steven Erickson,No data,No data,https://immunology.uchicago.edu/
No data,"Custom Search 1,Cancer Biology Menu,Custom Search 1,Cancer Biology Menu,Spotlight,Events,News",No data,UChicago Tenure-Track Assistant Professorships in Biology and Medicine,No data,No data,https://cancerbio.uchicago.edu/
404: Page not found,404,404,404,404,404,https://physics.uchicago.edu/page/grad-student-directory/
"Department of Physics,Page Not Found",Some Helpful Tools,No data,No data,No data,No data,https://physics.uchicago.edu/page/grad-student-directory/
404: Page not found,404,404,404,404,404,https://physics.uchicago.edu/page/grad-student-directory/
"Department of Physics,Page Not Found",Some Helpful Tools,No data,No data,No data,No data,https://physics.uchicago.edu/page/grad-student-directory/
PhD Program,"Join a Community of Bold Thinkers,,Explore Our PhD Dissertation Areas and Joint PhD Programs,,,Join Our Research Community,,How to Apply for and Fund Your PhD,,Explore PhD Admissions,,,Attend a PhD Admissions Event,,,Explore Financial Aid,,Begin Your PhD Journey,Meet Our Alumni and Job Market Candidates,,Discover Our Alumni Success,,,See Our PhD Job Market Candidates,,,Celebrating 100 Years of Pioneering Research,,,IDDEAS@Booth/Kellogg,,Stories from the PhD Community,,Measuring Preferences for Privacy,,,A PhD for Social Impact,,Contact Us,Explore,Other Offerings,,Global Locations,,Follow",No data,No data,",Start Your PhD Application,,",No data,https://www.chicagobooth.edu/phd
No data,"Custom Search 1,Cancer Biology Menu,Custom Search 1,Cancer Biology Menu,Spotlight,Events,News",No data,UChicago Tenure-Track Assistant Professorships in Biology and Medicine,No data,No data,https://cancerbio.uchicago.edu/
No data,"Custom Search 1,Molecular Metabolism,Custom Search 1,Molecular Metabolism,Spotlight,Events,News",No data,Anna Goddi,No data,No data,https://metabolism.uchicago.edu/
No data,"Custom Search 1,Molecular Metabolism,Custom Search 1,Molecular Metabolism,Spotlight,Events,News",No data,Anna Goddi,No data,No data,https://metabolism.uchicago.edu/
404: Page not found,404,404,404,404,404,https://anthropology.uchicago.edu//people/students/
"Anthropology,Page not found",Department of Anthropology,No data,No data,No data,No data,https://anthropology.uchicago.edu//people/students/
Facebook,No data,No data,No data,No data,No data,https://www.facebook.com/mannat.johal.5/about?lst=100001539709231%3A591489923%3A1481176293&section=education&pnref=about
404: Page not found,404,404,404,404,404,https://physics.uchicago.edu/page/grad-student-directory/
"Department of Physics,Page Not Found",Some Helpful Tools,No data,No data,No data,No data,https://physics.uchicago.edu/page/grad-student-directory/
404: Page not found,404,404,404,404,404,https://physics.uchicago.edu/page/grad-student-directory/
"Department of Physics,Page Not Found",Some Helpful Tools,No data,No data,No data,No data,https://physics.uchicago.edu/page/grad-student-directory/
Suhail Rehman,About Suhail Rehman,No data,"Favourites,Photos,Others named Suhail Rehman,Others with a similar name",No data,No data,https://www.facebook.com/suhailrehman/about?lst=100001539709231%3A792715113%3A1481264974&section=education&pnref=about
No data,"Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author","Cited by,View all,Co-authors",No data,No data,No data,https://scholar.google.com/citations?user=cNyLdYgAAAAJ&hl=en
Pramod Kaushik Mudrakarta,"Bio,Research,Publications,Contact",No data,"Analyzing deep neural networks,Parallel multiresolution matrix factorization (pMMF),Project page,Balanced k-way graph clustering:",No data,No data,http://people.cs.uchicago.edu/~pramodkm/
No data,"Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author","Cited by,View all,Co-authors,View all",No data,No data,No data,https://scholar.google.co.in/citations?user=G0YpGHYAAAAJ&hl=en
Nikita Mishra,No data,"About Me,My recent news!,Research Papers,Patent,Doctorate Thesis,Masters Thesis,Reports,Other Projects",No data,No data,No data,http://people.cs.uchicago.edu/~nmishra/
404: Page not found,404,404,404,404,404,https://biosciences.uchicago.edu/programspage/molecular-pathogenesis-and-molecular-medicine-current-students-0
Page not found,No data,No data,No data,No data,No data,https://biosciences.uchicago.edu/programspage/molecular-pathogenesis-and-molecular-medicine-current-students-0
404: Page not found,404,404,404,404,404,https://biosciences.uchicago.edu/programspage/molecular-pathogenesis-and-molecular-medicine-current-students-0
Page not found,No data,No data,No data,No data,No data,https://biosciences.uchicago.edu/programspage/molecular-pathogenesis-and-molecular-medicine-current-students-0
No data,No data,No data,Log In,No data,No data,https://visualstdio.academia.edu/ShefaliJha
Facebook,No data,No data,No data,No data,No data,https://www.facebook.com/skunjummen/about?lst=100001539709231%3A676713073%3A1481696453&section=education&pnref=about
